Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Maruti Swift Dzire,2015,5.11,7.64,30000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2012,4.5,8.47,165000,Diesel,Individual,Manual,0
Tata Zest Revotron,2015,3.25,7.27,50000,Petrol,Individual,Manual,0
Renault Scala Diesel,2013,4.35,6.3,120000,Diesel,Individual,Manual,0
Ford Figo Diesel,2010,2.1,5.45,100000,Diesel,Individual,Manual,1
Maruti Omni BSIII,2009,1.4,3.02,90000,Petrol,Individual,Manual,2
Maruti SX4 Vxi,2007,1.6,10.02,120000,Petrol,Individual,Manual,1
Maruti Ertiga VXI,2017,6.5,9.82,70000,Petrol,Individual,Manual,1
Maruti Swift VDI,2008,2.5,6.94,90000,Diesel,Individual,Manual,1
Hyundai i20 Sportz,2014,3.2,7.72,72000,Petrol,Individual,Manual,0
Renault KWID Climber,2017,2.9,3.71,50000,Petrol,Individual,Manual,0
Mahindra Jeep Classic,1996,1.63,10.3,5000,Diesel,Individual,Manual,1
Tata Nano CX,2013,0.8,2.68,30000,Petrol,Individual,Manual,0
Tata Safari Storme,2017,11.0,16.11,20000,Diesel,Individual,Manual,0
Maruti Ciaz ZDi,2015,6.0,9.74,110000,Diesel,Individual,Manual,0
Renault KWID RXT,2017,3.4,3.42,25000,Petrol,Individual,Manual,0
Toyota Innova 2.5,2014,7.5,13.12,120000,Diesel,Individual,Manual,0
Maruti Alto LX,2006,1.0,3.85,40000,Petrol,Individual,Manual,0
Renault KWID RXT,2019,3.95,3.89,10000,Petrol,Individual,Manual,0
Maruti Wagon R,2010,2.0,4.4,65000,Petrol,Individual,Manual,0
Maruti Eeco CNG,2019,4.5,4.3,10000,CNG,Individual,Manual,0
Mahindra Verito 1.4,2012,1.8,8.37,110000,Petrol,Individual,Manual,1
Mahindra Bolero DI,2008,1.9,8.38,120000,Diesel,Individual,Manual,1
Maruti Eeco 5,2015,3.1,4.0,72000,Petrol,Individual,Manual,0
Maruti Ritz VDi,2014,3.51,5.31,89100,Diesel,Individual,Manual,1
Chevrolet Optra 1.6,2006,1.9,5.7,94000,Petrol,Individual,Manual,1
Hyundai EON Magna,2015,2.25,8.0,120000,Petrol,Individual,Manual,1
Chevrolet Spark 1.0,2012,1.3,3.4,110000,Petrol,Individual,Manual,0
Maruti Ciaz Alpha,2018,10.0,9.74,50000,Diesel,Individual,Manual,0
Tata Indica V2,2004,0.55,3.88,90000,Diesel,Individual,Manual,2
Chevrolet Sail 1.2,2014,3.3,6.54,23000,Petrol,Individual,Manual,0
Maruti Omni MPI,2013,1.66,2.83,50000,Petrol,Individual,Manual,0
Mahindra Xylo D4,2013,2.0,11.22,300000,Diesel,Individual,Manual,0
Maruti Alto K10,2011,1.4,4.23,50000,Petrol,Individual,Manual,2
Maruti Eeco CNG,2017,3.7,4.3,140000,CNG,Individual,Manual,0
Hyundai Elite i20,2019,7.2,7.36,16000,Petrol,Individual,Automatic,0
Hyundai i20 Active,2015,5.0,7.96,126000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2,2019,5.7,6.96,15000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2010,2.1,7.14,200000,Petrol,Individual,Manual,0
Maruti Alto LXi,2009,1.2,3.56,120000,Petrol,Individual,Manual,0
Hyundai Getz GLX,2005,0.95,7.84,120000,Petrol,Individual,Manual,3
Hyundai i10 Sportz,2010,1.96,4.65,110000,Petrol,Individual,Automatic,2
Maruti Eeco 5,2016,3.92,4.0,38000,Petrol,Individual,Manual,0
Tata Manza Aura,2010,1.5,6.06,104000,Petrol,Individual,Manual,0
Honda BR-V i-VTEC,2017,5.95,9.7,120000,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2018,8.33,10.42,35000,Diesel,Individual,Automatic,0
Maruti Swift VDI,2011,2.8,6.6,210000,Diesel,Individual,Manual,0
Maruti 800 Std,2003,0.35,2.42,35000,Petrol,Individual,Manual,1
Maruti Ritz VDi,2009,1.8,5.31,85000,Diesel,Individual,Manual,2
Maruti Wagon R,2012,2.25,3.74,80000,Petrol,Individual,Manual,0
Mercedes-Benz New C-Class,2012,14.0,62.4,50000,Diesel,Individual,Automatic,0
Hyundai i20 Era,2009,3.4,7.1,40000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2010,5.5,13.56,216000,Diesel,Individual,Manual,0
Maruti Wagon R,2017,4.0,3.74,65000,Petrol,Individual,Manual,1
Hyundai Getz GLE,2006,0.9,8.4,100000,Petrol,Individual,Manual,2
Maruti Ciaz VDi,2015,6.5,10.04,84000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2012,7.3,15.75,210000,Diesel,Individual,Manual,0
Chevrolet Aveo U-VA,2010,1.25,6.18,60000,Petrol,Individual,Manual,0
Hyundai Getz GLE,2006,0.81,8.4,100000,Petrol,Individual,Manual,3
Maruti Swift Glam,2007,1.7,6.39,78000,Petrol,Individual,Manual,1
Honda City 1.5,2002,0.81,10.69,161000,Petrol,Individual,Manual,3
Maruti Alto LX,2005,0.95,3.85,70000,Petrol,Individual,Manual,2
Tata Nano Cx,2010,0.55,2.48,50000,Petrol,Individual,Manual,2
Renault Lodgy World,2017,8.8,9.59,65000,Diesel,Individual,Manual,0
Renault KWID RXL,2015,2.0,3.82,50000,Petrol,Individual,Manual,0
Maruti Wagon R,2019,4.8,4.03,25000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2013,4.8,8.75,100000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2018,7.0,7.96,6000,Petrol,Individual,Manual,0
Honda BRV i-DTEC,2016,8.5,10.0,72113,Diesel,Individual,Manual,0
Tata Indigo CR4,2012,3.0,5.76,40000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2017,6.5,7.18,8000,Petrol,Individual,Manual,0
Maruti Ritz VXI,2010,2.2,5.76,20000,Petrol,Individual,Manual,0
Tata Indigo CS,2014,3.0,5.7,45000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2014,4.5,6.49,80000,Diesel,Individual,Manual,0
Maruti Swift VDI,2014,4.0,6.94,90000,Diesel,Individual,Manual,0
Maruti S-Cross 2017-2020,2018,10.3,8.18,25000,Diesel,Individual,Manual,0
Tata Manza Aura,2010,1.9,6.24,100000,Diesel,Individual,Manual,1
Ford Fiesta 1.4,2006,1.4,9.72,60000,Petrol,Individual,Manual,1
Hyundai i20 Active,2018,8.0,8.03,30000,Diesel,Individual,Manual,0
Mahindra Scorpio LX,2007,2.3,12.31,120000,Diesel,Individual,Manual,2
Tata Safari DICOR,2011,3.0,13.94,80000,Diesel,Individual,Manual,1
Volkswagen Vento Diesel,2011,3.75,11.3,69000,Diesel,Individual,Manual,1
Chevrolet Beat LT,2010,1.4,4.23,75000,Petrol,Individual,Manual,0
Maruti Alto LX,2004,0.6,3.85,113000,Petrol,Individual,Manual,1
Hyundai Xcent 1.1,2014,4.2,6.17,90000,Diesel,Individual,Manual,1
Renault Pulse RxZ,2012,3.0,6.93,100000,Diesel,Individual,Manual,2
Tata Indica Vista,2012,1.5,4.28,110000,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2015,6.0,9.73,90000,Diesel,Individual,Manual,0
Ford Figo Diesel,2011,2.05,5.93,100000,Diesel,Individual,Manual,1
Hyundai Xcent 1.2,2017,6.25,7.09,50000,Diesel,Individual,Manual,0
Fiat Grande Punto,2011,2.8,5.76,200000,Diesel,Individual,Manual,0
Hyundai Santa Fe,2014,10.5,7.76,146000,Diesel,Individual,Automatic,1
Chevrolet Optra Magnum,2009,2.5,5.76,80000,Petrol,Individual,Manual,1
Tata New Safari,2010,5.35,7.56,96443,Diesel,Individual,Manual,1
Honda Accord 2.4,2009,4.0,9.1,100000,Petrol,Individual,Automatic,1
Maruti Swift AMT,2019,6.1,7.28,10000,Petrol,Individual,Automatic,0
Maruti Swift Dzire,2014,5.1,6.49,110000,Diesel,Individual,Manual,0
Tata Safari Storme,2014,5.21,15.64,86000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2014,5.11,6.49,100000,Diesel,Individual,Manual,0
Hyundai i20 Sportz,2014,4.51,8.27,91000,Diesel,Individual,Manual,0
Hyundai i10 Sportz,2009,1.7,4.98,100000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2013,4.5,6.49,120000,Diesel,Individual,Manual,1
Honda City 1.5,2011,3.75,12.08,90000,Petrol,Individual,Manual,1
Maruti Alto 800,2016,3.05,3.74,60000,Petrol,Individual,Manual,1
Renault KWID RXT,2016,3.15,3.42,51500,Petrol,Individual,Manual,0
Chevrolet Sail 1.3,2016,2.5,5.76,60000,Diesel,Individual,Manual,1
Ford Figo Diesel,2012,2.0,5.57,104500,Diesel,Individual,Manual,1
Ford EcoSport 1.5,2018,9.5,8.59,30000,Diesel,Individual,Manual,0
Renault Duster 110PS,2012,4.0,8.69,120000,Diesel,Individual,Manual,2
Maruti Swift ZDi,2014,5.1,6.25,100000,Diesel,Individual,Manual,1
Honda Civic 1.8,2008,3.75,19.2,90000,Petrol,Individual,Manual,2
Maruti Wagon R,2005,1.5,4.07,150000,Petrol,Individual,Manual,2
Maruti Wagon R,2006,0.75,3.82,60000,Petrol,Individual,Automatic,0
Hyundai Verna 1.4,2015,4.65,9.67,50000,Petrol,Individual,Manual,1
Hyundai Grand i10,2019,7.0,5.5,10000,Diesel,Individual,Manual,0
Mahindra Scorpio 1.99,2015,9.5,12.31,120000,Diesel,Individual,Manual,2
Hyundai i20 1.2,2017,6.1,7.96,40000,Petrol,Individual,Manual,0
Hyundai Santro GS,2004,0.6,4.7,120000,Petrol,Individual,Manual,1
Maruti Alto 800,2014,2.35,3.74,50000,Petrol,Individual,Manual,0
Maruti Eeco 5,2017,3.3,4.0,90000,Petrol,Individual,Manual,0
Nissan Terrano XE,2014,4.72,9.9,90000,Diesel,Individual,Manual,0
Maruti Swift VXI,2019,5.85,6.66,10000,Petrol,Individual,Manual,0
Mahindra Supro LX,2018,5.0,10.2,10000,Diesel,Individual,Manual,0
Maruti Alto K10,2019,3.6,4.15,27000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,6.49,6.49,70000,Diesel,Individual,Manual,0
Maruti Omni MPI,2017,2.0,2.55,50000,Petrol,Individual,Manual,0
Maruti Swift 1.3,2008,2.4,6.18,60000,Petrol,Individual,Manual,0
Hyundai Grand i10,2014,4.0,5.22,110000,Diesel,Individual,Manual,0
Maruti Celerio VDi,2015,2.5,4.74,100000,Diesel,Individual,Manual,1
Mahindra Marazzo M6,2018,12.0,9.2,50000,Diesel,Individual,Manual,0
Maruti Swift Vdi,2009,2.5,7.49,105000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2013,8.2,14.0,110000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2014,8.0,12.92,60000,Diesel,Individual,Manual,1
Ford Ecosport 1.0,2013,4.29,9.44,49102,Petrol,Dealer,Manual,1
Hyundai Santro Xing,2010,1.5,5.3,60000,Petrol,Individual,Manual,2
Maruti Swift VDI,2010,3.15,6.94,120000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel,2012,1.7,4.09,90000,Diesel,Individual,Manual,0
Honda Brio Exclusive,2014,3.35,5.33,33033,Petrol,Dealer,Manual,0
Hyundai Grand i10,2015,4.65,5.22,63063,Petrol,Dealer,Automatic,0
Renault Duster 110PS,2013,3.6,8.69,81000,Diesel,Individual,Manual,1
Hyundai Xcent 1.2,2018,5.7,7.09,80000,Diesel,Individual,Manual,0
Renault Duster 110PS,2012,3.5,8.24,105000,Diesel,Individual,Manual,1
Mahindra Ingenio CRDe,2017,6.0,10.8,60000,Diesel,Individual,Manual,0
Maruti Ertiga BSIV,2017,7.0,11.55,227000,Petrol,Individual,Manual,0
Renault Duster 110PS,2012,3.75,8.24,100000,Diesel,Individual,Manual,1
Maruti Eeco CNG,2019,4.5,4.3,60000,CNG,Individual,Manual,0
Hyundai i20 Magna,2013,3.25,7.1,70000,Diesel,Individual,Manual,2
Volkswagen Vento Diesel,2011,2.6,10.86,120000,Diesel,Individual,Manual,2
Maruti Alto LXi,2009,1.3,3.53,80000,Petrol,Individual,Manual,2
Tata New Safari,2008,1.5,7.56,120000,Diesel,Individual,Manual,3
Hyundai Santro Xing,2014,2.2,5.3,40000,Petrol,Individual,Manual,0
Hyundai i10 Magna,2014,2.75,4.79,53000,Petrol,Individual,Manual,0
Maruti Swift LDI,2017,4.55,6.94,60000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2017,5.7,8.03,30000,Petrol,Individual,Manual,0
Volkswagen Vento Diesel,2013,3.3,11.3,100000,Diesel,Individual,Manual,2
Toyota Innova Crysta,2018,15.76,15.93,70000,Diesel,Individual,Manual,0
Maruti Ertiga ZDI,2012,4.5,11.76,98000,Diesel,Individual,Manual,3
Hyundai EON Magna,2014,2.5,8.0,60000,Petrol,Individual,Manual,0
Hyundai i10 Sportz,2010,1.65,4.98,80000,Petrol,Individual,Manual,2
Mahindra Ssangyong Rexton,2013,8.0,9.5,117000,Diesel,Dealer,Automatic,0
Honda Jazz 1.2,2018,6.8,6.97,8576,Petrol,Dealer,Manual,0
Tata Tigor 1.2,2017,5.25,5.63,19723,Petrol,Dealer,Automatic,0
Honda City 1.5,2016,8.25,11.04,21446,Petrol,Dealer,Manual,0
Maruti S-Cross 2017-2020,2017,7.5,8.27,52289,Diesel,Dealer,Manual,0
Mahindra Scorpio S4,2017,9.5,12.55,52236,Diesel,Dealer,Manual,0
Mahindra Scorpio S4,2017,9.5,12.18,54470,Diesel,Dealer,Manual,0
Hyundai i20 1.4,2017,6.75,7.41,25471,Diesel,Dealer,Manual,0
Tata Tiago XT,2019,4.9,5.35,33928,Petrol,Dealer,Manual,0
Mahindra TUV 300,2018,7.75,9.9,59736,Diesel,Dealer,Manual,0
Honda City 1.5,2009,3.5,12.31,54290,Petrol,Dealer,Manual,0
Honda Brio S,2016,4.75,5.89,2118,Petrol,Dealer,Manual,0
Mahindra Scorpio S4,2017,9.5,11.81,61379,Diesel,Dealer,Manual,0
Honda City i-VTEC,2010,3.5,11.27,58544,Petrol,Dealer,Manual,1
Maruti Wagon R,2016,4.0,4.15,74381,Petrol,Dealer,Manual,0
Maruti 800 DX,2001,0.75,2.73,35000,Petrol,Individual,Manual,2
Ford Ecosport 1.5,2017,8.5,9.83,63982,Diesel,Dealer,Manual,0
Maruti Wagon R,2008,1.75,4.15,65000,Petrol,Dealer,Manual,1
Mahindra Bolero 2011-2019,2014,5.7,8.66,74000,Diesel,Dealer,Manual,0
Renault Duster 110PS,2013,5.25,8.24,56429,Diesel,Dealer,Manual,1
Hyundai i10 Magna,2012,2.7,4.79,56000,Petrol,Individual,Manual,0
Hyundai Santro Magna,2019,4.35,4.9,19500,Petrol,Dealer,Manual,0
Hyundai i20 Asta,2015,4.95,7.18,30000,Petrol,Dealer,Manual,0
Hyundai i20 Asta,2016,5.75,7.33,53000,Diesel,Dealer,Manual,0
Hyundai Xcent 1.2,2017,6.0,6.04,5000,Petrol,Individual,Manual,0
Hyundai Verna 1.6,2015,7.0,8.74,25000,Petrol,Individual,Manual,0
Honda City i,2014,5.6,11.85,72000,Diesel,Dealer,Manual,0
Maruti Swift VDI,2016,5.65,6.94,72000,Diesel,Dealer,Manual,0
Mahindra Bolero DI,2005,2.5,9.95,80000,Diesel,Individual,Manual,0
Skoda Rapid 1.6,2013,4.1,10.11,29000,Petrol,Individual,Manual,1
Nissan Terrano XL,2016,4.95,9.6,56832,Diesel,Dealer,Manual,0
Hyundai Elite i20,2014,4.7,8.64,30528,Petrol,Dealer,Manual,0
Honda Amaze S,2013,3.5,6.37,65285,Diesel,Dealer,Manual,0
Toyota Innova Crysta,2020,15.6,17.72,20102,Diesel,Dealer,Manual,0
Honda Jazz 1.2,2015,4.8,7.12,43000,Petrol,Dealer,Manual,0
Toyota Etios Liva,2013,2.7,8.1,52380,Diesel,Dealer,Manual,0
Mahindra Bolero B2,2018,6.6,9.3,74250,Diesel,Dealer,Manual,0
Maruti Ignis 1.2,2017,4.9,5.66,57247,Petrol,Dealer,Automatic,0
Maruti Vitara Brezza,2017,8.0,9.73,52000,Diesel,Individual,Manual,0
Nissan Sunny XV,2011,3.5,7.44,47000,Petrol,Individual,Manual,1
Ford Fiesta EXi,2011,1.7,8.91,80000,Diesel,Individual,Manual,2
Tata Indica Vista,2011,1.25,4.0,85000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2012,4.0,7.43,100000,Diesel,Individual,Manual,0
Nissan Sunny XV,2011,2.5,7.44,110000,Petrol,Individual,Manual,0
Fiat Linea Emotion,2010,1.9,7.35,178000,Diesel,Individual,Manual,1
Maruti Alto LX,2010,1.25,3.85,120000,Petrol,Individual,Manual,2
Jeep Compass 2.0,2017,19.5,19.39,70000,Diesel,Individual,Manual,0
Audi Q5 2.0,2011,13.0,57.6,120000,Diesel,Individual,Automatic,0
Toyota Innova 2.5,2010,7.86,15.31,155000,Diesel,Individual,Manual,2
Maruti Wagon R,2015,3.35,3.74,30000,Petrol,Individual,Manual,0
Maruti Wagon R,2009,1.15,3.9,60000,Petrol,Individual,Manual,2
Volkswagen Polo Diesel,2012,2.3,6.46,70000,Diesel,Individual,Manual,3
Hyundai i20 2015-2017,2017,7.31,7.72,40000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2012,3.95,8.56,120000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2015,5.0,6.49,120000,Diesel,Individual,Manual,0
Hyundai EON Era,2014,2.2,7.92,50000,Petrol,Individual,Manual,2
Ford Figo Diesel,2013,2.4,5.69,100000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2010,2.15,8.35,120000,Diesel,Individual,Manual,2
Maruti Swift VDI,2012,4.0,6.6,90000,Diesel,Individual,Manual,1
Maruti Zen Estilo,2012,1.91,3.43,90000,Petrol,Individual,Manual,0
Mahindra Xylo D4,2013,3.51,11.22,100000,Diesel,Individual,Manual,1
Tata Nano XTA,2015,2.5,2.42,20000,Petrol,Individual,Automatic,0
Hyundai Verna CRDi,2009,2.1,9.86,90000,Diesel,Individual,Manual,1
Toyota Etios VX,2011,3.0,8.1,120000,Petrol,Individual,Manual,2
Ford Figo Aspire,2017,7.0,6.05,35000,Diesel,Individual,Manual,0
Hyundai Sonata CRDi,2010,5.0,8.08,120000,Diesel,Individual,Manual,1
Maruti 800 AC,2002,1.2,2.5,120000,Petrol,Individual,Manual,0
Hyundai Elite i20,2019,8.5,8.72,10000,Diesel,Individual,Manual,0
Mahindra Jeep CL,1994,1.2,10.6,100000,Diesel,Individual,Manual,1
Honda WR-V i-DTEC,2017,7.7,8.84,65000,Diesel,Individual,Manual,1
Honda Civic 1.8,2007,2.45,18.66,90000,Petrol,Individual,Manual,2
Maruti Alto K10,2012,2.5,4.23,90000,Petrol,Individual,Manual,0
Hyundai i20 Active,2016,6.51,7.64,42323,Diesel,Dealer,Manual,0
Honda City V,2013,4.8,11.04,42462,Petrol,Dealer,Manual,0
Maruti Swift VDI,2015,4.7,6.94,54723,Diesel,Dealer,Manual,0
Honda Jazz 1.5,2016,5.0,6.83,30000,Diesel,Individual,Manual,0
BMW X1 sDrive20d,2011,10.75,36.95,42545,Diesel,Dealer,Automatic,0
Maruti S-Cross 2017-2020,2016,6.9,8.18,32000,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2017,5.89,6.85,41232,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2017,5.89,6.85,41232,Diesel,Dealer,Manual,0
Maruti Ignis 1.2,2018,4.8,5.29,20375,Petrol,Dealer,Manual,0
Maruti Swift ZDI,2013,4.5,6.66,43978,Diesel,Dealer,Manual,1
Maruti Vitara Brezza,2018,7.7,9.04,50000,Diesel,Individual,Manual,0
Mahindra Bolero B4,2015,4.45,8.57,40200,Diesel,Dealer,Manual,0
Hyundai i20 1.2,2018,7.0,7.18,30000,Petrol,Individual,Manual,0
Maruti Ertiga ZDI,2014,5.6,11.76,90000,Diesel,Individual,Manual,0
Ford Ecosport Sports,2013,4.75,10.21,48000,Diesel,Dealer,Manual,1
Honda Amaze E,2014,4.65,6.37,27233,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2017,5.2,6.99,28832,Diesel,Dealer,Manual,0
Tata Manza Aura,2011,2.25,5.76,35000,Petrol,Individual,Manual,0
Maruti Ertiga ZXI,2015,7.0,10.9,35000,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2017,7.8,10.42,40000,Diesel,Individual,Manual,0
Honda City 2017-2020,2006,0.93,12.19,80000,Petrol,Individual,Manual,1
Mahindra Quanto C4,2016,4.03,10.4,30000,Diesel,Individual,Manual,1
Hyundai i10 Era,2009,2.3,4.61,50000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2016,5.25,6.49,40000,Diesel,Individual,Manual,1
Maruti Ertiga VXI,2014,5.6,10.36,25000,Petrol,Individual,Manual,0
Mahindra XUV500 W7,2020,8.3,14.07,120000,Diesel,Individual,Manual,0
Maruti Ritz VDi,2011,2.5,5.31,60000,Diesel,Individual,Manual,1
Mahindra Bolero 2011-2019,2014,4.5,8.47,110000,Diesel,Individual,Manual,0
Mahindra Scorpio 1.99,2016,7.45,11.93,67000,Diesel,Individual,Manual,0
Ford Figo Diesel,2010,1.44,5.93,50000,Diesel,Individual,Manual,1
Maruti Zen Estilo,2008,1.2,3.75,40000,Petrol,Individual,Manual,0
Tata New Safari,2008,3.0,7.56,120000,Diesel,Individual,Manual,1
Maruti 800 DX,1999,0.52,2.32,100000,Petrol,Individual,Manual,0
Mahindra Scorpio 2.6,2003,3.0,11.31,98000,Diesel,Individual,Manual,0
Mahindra Bolero DI,2009,2.7,9.76,150000,Diesel,Individual,Manual,1
Chevrolet Sail LT,2014,2.6,6.54,38000,Diesel,Individual,Manual,0
Toyota Etios GD,2015,4.75,7.2,120000,Diesel,Individual,Manual,0
Ford Figo Diesel,2011,3.02,5.93,103000,Diesel,Individual,Manual,2
Maruti 800 AC,1994,0.45,2.48,60000,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2017,7.75,9.04,80000,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2015,7.0,9.82,50000,Diesel,Individual,Manual,0
Maruti Swift VDI,2014,5.3,6.94,90000,Diesel,Individual,Manual,0
Tata Nexon 1.5,2017,8.7,7.98,70000,Diesel,Individual,Manual,0
Hyundai Elantra CRDi,2006,1.55,19.29,110000,Diesel,Individual,Manual,3
Tata Tiago 1.2,2019,5.5,4.86,30000,Petrol,Individual,Automatic,0
Maruti Swift Dzire,2016,6.0,6.49,80000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2012,4.3,7.43,110000,Diesel,Individual,Manual,1
Tata Manza Aura,2010,2.46,6.3,120000,Diesel,Individual,Manual,0
Maruti Zen VXi,2003,1.2,3.19,120000,Petrol,Individual,Manual,2
Hyundai i20 Asta,2014,5.65,7.41,70000,Petrol,Individual,Manual,1
Hyundai Elite i20,2018,8.5,8.72,60000,Diesel,Individual,Manual,0
Maruti Alto LXi,2006,1.6,3.53,90000,Petrol,Individual,Manual,0
Fiat Linea Classic,2014,3.25,6.72,142500,Diesel,Individual,Manual,0
Mahindra Scorpio VLX,2011,4.5,12.43,90000,Diesel,Individual,Manual,2
Hyundai i10 Sportz,2015,3.1,4.46,50000,Petrol,Individual,Manual,0
Honda Amaze S,2013,2.5,7.02,90000,Diesel,Individual,Manual,2
Maruti Swift Dzire,2015,4.2,7.64,115000,Diesel,Individual,Manual,1
Hyundai i20 Sportz,2013,3.3,7.02,150000,Petrol,Individual,Automatic,1
Maruti Swift VXI,2015,4.05,6.25,68000,Petrol,Individual,Manual,1
Mahindra Bolero 2011-2019,2013,4.0,8.47,90000,Diesel,Individual,Manual,1
Honda City V,2010,4.1,11.27,110000,Petrol,Individual,Automatic,2
Mahindra Bolero 2011-2019,2013,5.0,8.66,70000,Diesel,Individual,Manual,1
Mahindra XUV500 W8,2011,5.9,12.92,80000,Diesel,Individual,Manual,2
Hyundai Santro Xing,2006,0.8,4.65,118000,Petrol,Individual,Manual,0
Hyundai i10 Era,2007,1.35,4.61,100000,Petrol,Individual,Manual,1
Maruti Wagon R,2004,0.7,4.07,70000,Petrol,Individual,Manual,1
Maruti 800 Std,2004,0.45,2.42,77000,Petrol,Individual,Manual,2
Maruti Swift Dzire,2018,6.5,6.49,35500,Diesel,Individual,Manual,0
Maruti Wagon R,2018,4.0,3.74,17500,Petrol,Individual,Manual,0
Maruti Alto K10,2017,3.5,4.15,27000,Petrol,Individual,Manual,0
Hyundai Grand i10,2017,5.5,5.5,60000,Diesel,Individual,Manual,0
Maruti Wagon R,2016,3.5,3.74,25000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2015,4.6,7.86,80000,Diesel,Individual,Manual,0
Maruti Alto LXi,2012,1.85,3.56,60000,Petrol,Individual,Manual,1
Volkswagen Polo Diesel,2013,5.5,5.84,38000,Diesel,Individual,Manual,0
Maruti Wagon R,2012,3.0,4.32,100000,CNG,Individual,Manual,1
Maruti Omni E,2012,1.75,2.94,60000,Petrol,Individual,Manual,2
Toyota Innova 2.5,2011,9.0,15.02,110000,Diesel,Individual,Manual,0
Honda BR-V i-DTEC,2016,9.0,10.6,92000,Diesel,Individual,Manual,0
Mahindra Bolero 2011-2019,2012,5.5,8.75,180000,Diesel,Individual,Manual,2
Maruti Baleno Zeta,2018,6.25,7.23,10000,Petrol,Individual,Manual,0
Maruti Alto 800,2017,3.1,3.92,35000,Petrol,Individual,Manual,1
Maruti Swift DDiS,2017,5.0,6.8,35000,Diesel,Individual,Manual,0
Hyundai Grand i10,2016,6.1,5.89,23000,Diesel,Individual,Manual,0
Tata Indigo CS,2012,1.5,5.64,150000,Diesel,Individual,Manual,2
Hyundai Xcent 1.1,2015,4.8,6.96,70000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2017,6.5,7.18,40000,Petrol,Individual,Manual,0
Hyundai i20 1.4,2012,2.9,7.41,100000,Diesel,Individual,Manual,1
Maruti Alto 800,2017,3.0,3.74,50000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2010,2.7,7.43,120000,Diesel,Individual,Manual,3
Hyundai Xcent 1.1,2015,4.0,5.98,60000,Diesel,Individual,Manual,1
Maruti Alto 800,2015,2.8,3.56,28000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2009,2.5,6.49,60000,Petrol,Individual,Manual,2
Maruti Swift Dzire,2012,4.95,7.43,80000,Diesel,Individual,Manual,1
Ford Endeavour 3.2,2018,32.5,31.03,12000,Diesel,Individual,Automatic,0
Honda Amaze V,2019,7.0,6.24,4500,Petrol,Individual,Manual,0
Tata Indigo eCS,2013,3.1,5.88,70000,Diesel,Individual,Manual,0
Renault Duster 85PS,2017,6.5,8.24,120000,Diesel,Individual,Manual,0
Honda Jazz 1.2,2015,6.0,7.65,80000,Petrol,Individual,Automatic,0
Tata New Safari,2009,1.5,7.56,150000,Diesel,Individual,Manual,3
Mahindra Renault Logan,2009,1.35,9.2,120000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2014,6.5,6.49,50000,Diesel,Individual,Manual,0
Honda City V,2012,5.5,11.04,83000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2017,6.5,6.49,20000,Diesel,Individual,Manual,0
Toyota Fortuner 2.8,2018,29.0,26.98,49000,Diesel,Individual,Automatic,0
Honda Brio 1.2,2017,4.5,5.06,6750,Petrol,Individual,Manual,0
Maruti Ciaz VXi,2015,6.5,10.44,26000,Petrol,Individual,Manual,0
Hyundai Grand i10,2017,4.3,5.89,52000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2017,11.43,12.72,51000,Diesel,Individual,Automatic,0
